form	lemma	POS	morph
སྟ་	སྟ་	OTHER
ཀྱི་	གི་	PART
རྟེན་	རྟེན་	NOUN
དུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
།		PUNCT
སྡིག་སྒྲིབ་	སྡིག་སྒྲིབ་	NOUN
འདག་པ་	འདག་པ་	VERB
།		PUNCT
བསོད་ནམས་	བསོད་ནམས་	NOUN
རྒྱ་ཆེན་པོ་	རྒྱ་ཆེན་པོ་	ADJ
གསོག་པ་	གསོག་པ་	VERB
།		PUNCT
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
ར་	ལ་	PART
མི་ལྟུང་བ་	མི་ལྟུང་བ་	NO_POS
།		PUNCT
མི་	མི་	PART
དང་	དང་	NO_POS
མི་མ་ཡིན་	མི་མ་ཡིན་	NO_POS
གྱི་	གི་	PART
བར་ཆད་	བར་ཆད་	NOUN
ཀྱིས་	གིས་	PART
མི་	མི་	PART
ཚུགས་པ་	ཚུགས་པ་	VERB
།		PUNCT
ཆོས་ལྡན་	ཆོས་ལྡན་	PROPN
གྱི་	གི་	PART
བསམ་དོན་	བསམ་དོན་	OTHER
འགྲུབ་པ་	འགྲུབ་པ་	VERB
།		PUNCT
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
འཚང་རྒྱ་བ་	འཚང་རྒྱ་བ་	NOUN
སྟོགནས་		NON_WORD
སྐབས་	སྐབས་	NOUN
དང་	དང་	NO_POS
མཐར་ཐུག་	མཐར་ཐུག་	NOUN
		
གི་	གི་	PART
ཕན་	ཕན་	NOUN
སྐུ་	སྐུ་	NOUN
།		PUNCT
ན་	ལ་	PART
བརྒྱད་	བརྒྱད་	NUM
དྲན་པ་	དྲན་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
།་		PUNCT
ན་	ནས་	PART
དུས་	དུས་	NOUN
དྲུག་	དྲུག་	NUM
ཏུ་	ལ་	PART
སྐྱབས་	སྐྱབས་	NOUN
འབོ་	འབོ་	OTHER
བྱ་	བྱ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
དུས་	དུས་	NOUN
དང་	དང་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
མསྣུ་		NON_WORD
ག་	ག་	PRON
གསུམ་	གསུམ་	NUM
ལ་	ལ་	PART
ཅྭ་		NON_WORD
ཁེལ་བ་	ཁེལ་བ་	VERB
ར་	ལ་	PART
བྱཅད་		NON_WORD
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱེད་	བྱེད་	VERB
ནུས་པ་	ནུས་པ་	VERB
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
ལྷས་བྱིན་	ལྷས་བྱིན་	PROPN
གྱིས་	གིས་	PART
བརླབ་	བརླབ་	NO_POS
ཏུ་	ལ་	PART
གསྐུ་		NON_WORD
ལ་	ལ་	PART
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
སྐྱབས་	སྐྱབས་	NOUN
སུ་	ལ་	PART
སྐུ་ང་བ་	སྐུ་ང་བ་	NO_POS
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
མི་	མི་	PART
ཆོག་པ་	ཆོག་པ་	VERB
ར་	ལ་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
འི་	གི་	PART
འཇིགས་པ་	འཇིགས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྷ་	ལྷ་	NOUN
།		PUNCT
བ་	པ་	PART
བྱེད་	བྱེད་	VERB
ཀྱི་	གི་	PART
ཐབས་	ཐབས་	NOUN
དཐོརས་		NON_WORD
ལས་འབྲས་	ལས་འབྲས་	NOUN
ཀྱི་	གི་	PART
བླང་	བླང་	NO_POS
ཐོདར་		NON_WORD
ལ་	ལ་	PART
འཇུག་	འཇུག་	VERB
དབོ་	དབོ་	NO_POS
ས་པ་	ས་པ་	NOUN
ས་	གིས་	PART
།		PUNCT
རྒྱུ་	རྒྱུ་	NOUN
དགེ་བ་	དགེ་བ་	VERB
སྤྱད་པ་	སྤྱད་པ་	VERB
ལས་འབྲས་	ལས་འབྲས་	NOUN
བུ་	བུ་	NOUN
བདེ་བ་	བདེ་བ་	VERB
ཁོ་ན་	ཁོ་ན་	DET
འབྱུང་	འབྱུང་	VERB
ཞིང་	ཅིང་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
མིའབྱུང་		NON_WORD
།		PUNCT
རྒྱུ་	རྒྱུ་	NOUN
མི་དགེ་བ་	མི་དགེ་བ་	NO_POS
སྤྱད་པ་	སྤྱད་པ་	VERB
ལས་འབྲས་	ལས་འབྲས་	NOUN
བུ་སྡུག་	བུ་སྡུག་	NO_POS
བསྔལ་	བསྔལ་	VERB
ཁེ་	ཁེ་	NOUN
ན་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
ཞིང་	ཅིང་	PART
བདེ་བ་	བདེ་བ་	VERB
མི་	མི་	PART
འབྱུང་	འབྱུང་	VERB
།		PUNCT
དགེ་	དགེ་	NOUN
ཇིག་		NON_WORD
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
ཙམ་	ཙམ་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
བདེ་སྡུག་	བདེ་སྡུག་	OTHER
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
འབྱུང་	འབྱུང་	VERB
།		PUNCT
བདེ་སྡུག་	བདེ་སྡུག་	OTHER
མྱོང་བ་	མྱོང་བ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
ལས་མ་	ལས་མ་	NO_POS
བསགས་	བསགས་	VERB
ན་	ལ་	PART
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
དེ་	དེ་	DET
འི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
བདེ་སྡུག་	བདེ་སྡུག་	OTHER
གཏན་	གཏན་	NOUN
ན་	ནས་	PART
མི་	མི་	PART
ཅདང་		NON_WORD
ཞིང་	ཅིང་	PART
།		PUNCT
དགེ་སྡིག་	དགེ་སྡིག་	NOUN
གི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བསགས་པ་	བསགས་པ་	VERB
གེགས་བྱེད་	གེགས་བྱེད་	NO_POS
དང་	དང་	NO_POS
མ་	མ་	PART
ཕྲད་	ཕྲད་	VERB
ན་	ལ་	PART
བསྐལ་པ་	བསྐལ་པ་	NOUN
བརྒྱ་	བརྒྱ་	NUM
འདའ་	འདའ་	VERB
ཀྱང་	ཀྱང་	PART
ཆུད་	ཆུད་	VERB
ཅི་	ཅི་	NO_POS
།		PUNCT
ཟ་བ་	ཟ་བ་	VERB
ར་	ལ་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
བདེ་སྡུག་	བདེ་སྡུག་	OTHER
ངེས་པ་		
འབྱིན་	འབྱིན་	VERB
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
ད་ལྟ་	ད་ལྟ་	OTHER
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
དགེ་སྡིག་	དགེ་སྡིག་	NOUN
གི་	གི་	PART
བླང་དོར་	བླང་དོར་	NOUN
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
གནས་སྐབས་	གནས་སྐབས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
སྤང་བླང་	སྤང་བླང་	NOUN
མ་	མ་	PART
ནོར་བ་	ནོར་བ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
དགོས་པ་	དགོས་པ་	VERB
ར་	ལ་	PART
འདུག་	འདུག་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
སྒོགསུམ་		NON_WORD
གྱི་	གི་	PART
དགེ་	དགེ་	NOUN
ཅིསདཁེཁོ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
ཆེ་	ཆེ་	VERB
སོ་	གོ་	PART
།		PUNCT
ང་	ང་	PRON
ངམ་	གམ་	PART
རགས་པ་	རགས་པ་	VERB
རྣམས་	རྣམས་	DET
གནད་བསྡུས་	གནད་བསྡུས་	OTHER
ཏེདཀར་		NON_WORD
ནགགི་		NON_WORD
ལས་ལམ་	ལས་ལམ་	NO_POS
བཅུརགསུངས་པ་	བཅུརགསུངས་པ་	NON_WORD
རྣམས་	རྣམས་	DET
ཀྱིགཞི་		NON_WORD
དང་	དང་	NO_POS
།		PUNCT
		
བསམ་པ་	བསམ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྦྱོར་བ་	སྦྱོར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མཐར་ཐུག་	མཐར་ཐུག་	NOUN
གི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
རྣམས་	རྣམས་	DET
དང་	དང་	NO_POS
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
ལྕི་	ལྕི་	VERB
ཡང་	ཀྱང་	PART
གི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཞིང་	ཅིང་	PART
དང་	དང་	NO_POS
།		PUNCT
རྟེན་	རྟེན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དངོས་པོ་	དངོས་པོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བསམ་པ་	བསམ་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
སྟོབས་	སྟོབས་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཚུལ་	ཚུལ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཕེན་	འཕེན་	VERB
བྱེད་	བྱེད་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྫོགས་བྱེད་	རྫོགས་བྱེད་	PROPN
ཀྱི་	གི་	PART
དབྱེ་བ་	དབྱེ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱས་པ་	བྱས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བསགས་པ་	བསགས་པ་	VERB
འི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་སྨིན་	རྣམ་སྨིན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྒྱུ་	རྒྱུ་	NOUN
མཐུན་	མཐུན་	VERB
དང་	དང་	NO_POS
།		PUNCT
བདག་	བདག་	PRON
ཝ་	ཝ་	OTHER
འི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
འཆོལ་བ་	འཆོལ་བ་	NO_POS
ར་	ལ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
ངེས་པ་	ངེས་པ་	VERB
བརྟན་	བརྟན་	VERB
ཝ་	ཝ་	OTHER
ཞེད་པ་	ཞེད་པ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཤེས་པ་	ཤེས་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
མི་	མི་	PART
ཆོག་པ་	ཆོག་པ་	VERB
ར་	ལ་	PART
ལག་ལེན་	ལག་ལེན་	NOUN
དུ་	ལ་	PART
ཁེལ་	ཁེལ་	NO_POS
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཉིན་མཚན་	ཉིན་མཚན་	ADV
ཀུནཏུ་		NON_WORD
སྒོགསུམ་		NON_WORD
གྱི་	གི་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
ལ་སོ་	ལ་སོ་	NO_POS
སོ་	སོ་	PART
ར་	ལ་	PART
བརྟགས་	བརྟགས་	VERB
ཏེ་	སྟེ་	PART
མི་དགེ་	མི་དགེ་	NOUN
བཅུ་	བཅུ་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ཁ་	ཁ་	PRON
ན་མ་	ན་མ་	PROPN
ཆོད་བ་	ཆོད་བ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
ཀུན་	ཀུན་	DET
སྡུགང་		NON_WORD
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མི་	མི་	PART
རྒྱུ་བ་	རྒྱུ་བ་	VERB
ར་	ལ་	PART
སྡུསམ་		NON_WORD
སེམས་	སེམས་	NOUN
མང་	མང་	VERB
དུ་	ལ་	PART
བསྟེན་	བསྟེན་	VERB
ན་	ནས་	PART
གོམས་པ་	གོམས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
ལུས་ངག་	ལུས་ངག་	NOUN
ཡིད་	ཡིད་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
ཚུན་ཆད་	ཚུན་ཆད་	ADV
ལ་	ལ་	PART
མི་	མི་	PART
བརྙས་པ་	བརྙས་པ་	VERB
ར་	ལ་	PART
བྲེ་	བྲེ་	NOUN
གསོག་	གསོག་	VERB
ཕུལ་	ཕུལ་	VERB
གསོག་	གསོག་	VERB
གི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ལ་	ལ་	PART
འབད་	འབད་	VERB
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
བག་མེད་པ་	བག་མེད་པ་	NOUN
དང་	དང་	NO_POS
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
མང་བ་	མང་བ་	VERB
སོགས་	སོགས་	DET
ཀྱི་	གི་	PART
དབང་	དབང་	NOUN
གིས་	གིས་	PART
ཇིག་		NON_WORD
ལྟུང་	ལྟུང་	VERB
བྱུང་	བྱུང་	VERB
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཇི་	ཇི་	NO_POS
མི་	མི་	PART
སྙམ་པ་	སྙམ་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
འཇོག་པ་	འཇོག་པ་	VERB
ར་	ལ་	PART
།		PUNCT
ལྟུང་བ་	ལྟུང་བ་	VERB
ཕྱིར་བཅོས་	ཕྱིར་བཅོས་	OTHER
ཚུལ་	ཚུལ་	NOUN
སྡོམ་	སྡོམ་	NOUN
གསུམ་	གསུམ་	NUM
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
བསླབ་བྱ་	བསླབ་བྱ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་	ལྟ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཇིག་པ་	ཇིག་པ་	NON_WORD
ཕྱི་	ཕྱི་	OTHER
བཅའ་	བཅའ་	VERB
པནི་		NON_WORD
རྗོབས་		NON_WORD
བཞི་	བཞི་	NUM
འི་	གི་	PART
སྒོགིས་		NON_WORD
བྱ་	བྱ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཇིག་པ་	ཇིག་པ་	NON_WORD
འི་	གི་	PART
ཤེསདརིགས་		NON_WORD
		
དྲནནས་		NON_WORD
འགྱོད་པ་	འགྱོད་པ་	VERB
དྲག་	དྲག་	VERB
ཝ་	ཝ་	OTHER
སེད་པ་	སེད་པ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སུན་	སུན་	NO_POS
འབྱིན་པ་	འབྱིན་པ་	VERB
འི་	གི་	PART
		
བསོ་	བསོ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སླན་ཆད་	སླན་ཆད་	ADV
སྲོག་	སྲོག་	NOUN
ལ་	ལ་	PART
བབ་	བབ་	VERB
ཀྱང་	ཀྱང་	PART
ཉེས་སྤྱོད་	ཉེས་སྤྱོད་	NOUN
ལ་	ལ་	PART
མི་	མི་	PART
འཇུག་	འཇུག་	VERB
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཉེས་པ་	ཉེས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
སླ་	སླ་	ADV
སྡོག་པ་	སྡོག་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
དང་	དང་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
རྟེན་	རྟེན་	NOUN
གྱི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
སོགས་	སོགས་	DET
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
ཟབ་	ཟབ་	VERB
སྣུ་		NON_WORD
སྭཱ་		NON_WORD
།		PUNCT
ག་པ་	ག་པ་	PRON
།		PUNCT
སྟོང་ཉིད་	སྟོང་ཉིད་	NOUN
ལ་མོ་	ལ་མོ་	OTHER
ས་	གིས་	PART
ཤིང་	ཅིང་	PART
ཡིད་ཆེས་པ་	ཡིད་ཆེས་པ་	NOUN
།		PUNCT
ཡིག་བརྒྱ་	ཡིག་བརྒྱ་	NO_POS
སྐུ་	སྐུ་	NOUN
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
གཟུངས་སྔགས་	གཟུངས་སྔགས་	OTHER
ཟབ་	ཟབ་	VERB
ཅེས་	ཅེས་	PART
བཟླ་བ་	བཟླ་བ་	NO_POS
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
སྐུ་གཟུགས་	སྐུ་གཟུགས་	NOUN
བཞེངས་པ་	བཞེངས་པ་	VERB
།		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
མཆོད་པ་	མཆོད་པ་	VERB
ལ་	ལ་	PART
བརྩོན་པ་	བརྩོན་པ་	VERB
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བྱང་སེམས་	བྱང་སེམས་	NOUN
ཀྱི་	གི་	PART
མཚན་	མཚན་	NOUN
བཅདད་པ་	བཅདད་པ་	NON_WORD
སོགས་	སོགས་	DET
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
རྣམས་	རྣམས་	DET
ཅི་	ཅི་	NO_POS
ནུས་	ནུས་	VERB
སུ་	ལ་	PART
བསྟེན་པ་	བསྟེན་པ་	VERB
སྟེ་	སྟེ་	PART
གཞན་	གཞན་	DET
གྱི་	གི་	PART
ལད་མོ་	ལད་མོ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཁྲལ་	ཁྲལ་	NOUN
ཆོ་	ཆོ་	NOUN
ཙམ་	ཙམ་	DET
དུ་མ་	དུ་མ་	ADJ
སོང་བ་	སོང་བ་	VERB
ར་	ལ་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
སྟོབས་	སྟོབས་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
གནད་	གནད་	NOUN
ཚང་བ་	ཚང་བ་	VERB
འི་	གི་	PART
བཤགས་	བཤགས་	NO_POS
བསྡམ་	བསྡམ་	NO_POS
ཤུགས་དྲག་	ཤུགས་དྲག་	NO_POS
ལ་	ལ་	PART
རྒྱུན་	རྒྱུན་	NOUN
རིང་བ་	རིང་བ་	VERB
ཇིག་པ་	ཇིག་པ་	NON_WORD
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
བརྟན་པོ་	བརྟན་པོ་	ADJ
མ་	མ་	PART
བྱུང་	བྱུང་	VERB
གི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	PART
འབད་	འབད་	VERB
པནི་		NON_WORD
།		PUNCT
བདག་ཅག་	བདག་ཅག་	PRON
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་པོ་བ་	དང་པོ་བ་	ADJ
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
བློ་	བློ་	NOUN
དང་	དང་	NO_POS
འཚམ་	འཚམ་	NO_POS
ཞིང་	ཅིང་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
བབ་	བབ་	VERB
ལ་	ལ་	PART
མེད་	མེད་	VERB
དུ་	ལ་	PART
མི་	མི་	PART
རུང་བ་	རུང་བ་	VERB
འི་	གི་	PART
ཉམས་ལེན་	ཉམས་ལེན་	NOUN
གྱིགཙོ་བོ་	གྱིགཙོ་བོ་	NON_WORD
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
ཅི་	ཅི་	NO_POS
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
འབད་པ་	འབད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
ཁྱད་པར་	ཁྱད་པར་	NOUN
དུ་	ལ་	PART
ཐེག་པ་	ཐེག་པ་	NOUN
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
ལམ་བཟང་	ལམ་བཟང་	OTHER
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
ཚེ་	ཚེ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཁ་དོག་	ཁ་དོག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་པ་	ཚོགས་པ་	VERB
།		PUNCT
ཅིག་	ཅིག་	PART
བཙུན་པ་	བཙུན་པ་	NOUN
།		PUNCT
དབང་	དབང་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
ར་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
།		PUNCT
སྐྱེས་པ་	སྐྱེས་པ་	VERB
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
།		PUNCT
སྟོབས་	སྟོབས་	NOUN
		
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
སྟེ་	སྟེ་	PART
རྣམ་སྨིན་	རྣམ་སྨིན་	NOUN
གྱི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
རྟེན་	རྟེན་	NOUN
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
ཞིག་	ཅིག་	PART
ཐོབ་	ཐོབ་	VERB
ན་	ལ་	PART
ལམ་	གམ་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
འི་	གི་	PART
ས་ཆོད་	ས་ཆོད་	NO_POS
གཞན་	གཞན་	DET
དང་	དང་	NO_POS
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
ཞིག་	ཅིག་	PART
འོང་བ་	འོང་བ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
ལ་	ལ་	PART
མི་	མི་	PART
འཚེ་བ་	འཚེ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མར་མེ་	མར་མེ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
དང་	དང་	NO_POS
གོ་	གོ་	NOUN
གས་	གསའ་	NO_POS
ར་བ་	ར་བ་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
ལ་	ལ་	PART
བྲན་	བྲན་	NOUN
ལྟ་	ལྟ་	OTHER
གུས་པ་	གུས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མ་	མ་	PART
		
སྒྲོག་	སྒྲོག་	VERB
དམན་	དམན་	VERB
གྱི་	གི་	PART
ཞིང་	ཅིང་	PART
སྐུ་	སྐུ་	NOUN
		
བྱད་	བྱད་	NO_POS
མེད་པ་	མེད་པ་	VERB
ལ་	ལ་	PART
ཟསལོ་		NON_WORD
		
ས་	ས་	ADP
སོགས་	སོགས་	DET
སྦྱིན་པ་	སྦྱིན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ངག་	ངག་	NOUN
གི་	གི་	PART
མི་དགེ་བ་	མི་དགེ་བ་	NO_POS
བཞི་	བཞི་	NUM
སྒོང་བ་	སྒོང་བ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཆོག་	མཆོག་	ADJ
གསུམ་	གསུམ་	NUM
ཕ་མ་	ཕ་མ་	NOUN
སོགས་	སོགས་	DET
མཆོད་པ་	མཆོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ལ་	ལ་	PART
རང་གཞན་	རང་གཞན་	NOUN
དགའ་	དགའ་	VERB
ཞིང་	ཅིང་	PART
འདུན་པ་	འདུན་པ་	PROPN
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
པདང་		NON_WORD
།		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
གྲོག་	གྲོག་	NOUN
བྱེད་	བྱེད་	VERB
ཅིང་	ཅིང་	PART
བཟའ་བཏུང་	བཟའ་བཏུང་	NOUN
སྟེར་བ་	སྟེར་བ་	VERB
སྟེ་	སྟེ་	PART
རྣམ་སྨིན་	རྣམ་སྨིན་	NOUN
གྱི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
